Time Frame,Zone 1,Zone 2,Zone 3,Zone 4
2017-02-12 04:40:00,0.0,0.0,0.0,0.0
2017-02-12 04:45:00,0.0,0.0,0.0,0.0
2017-02-12 04:50:00,0.0,0.0,0.0,0.0
2017-02-12 04:55:00,0.0,0.0,0.0,0.0
2017-02-12 05:00:00,0.0,0.0,0.0,0.0
2017-02-12 05:05:00,0.0,0.0,0.0,0.0
2017-02-12 05:10:00,0.0,0.0,0.0,0.0
2017-02-12 05:15:00,0.0,0.0,0.0,0.0
2017-02-12 05:20:00,0.0,0.0,0.0,0.0
2017-02-12 05:25:00,0.0,0.0,0.0,0.0
2017-02-12 05:30:00,0.0,0.0,0.0,0.0
2017-02-12 05:35:00,0.0,0.0,0.0,0.0
2017-02-12 05:40:00,0.0,0.0,0.0,0.0
2017-02-12 05:45:00,0.0,0.0,0.0,0.0
2017-02-12 05:50:00,0.0,0.0,0.0,0.0
2017-02-12 05:55:00,0.0,0.0,0.0,0.0
2017-02-12 06:00:00,0.0,0.0,0.0,0.0
2017-02-12 06:05:00,0.0,0.0,0.0,0.0
2017-02-12 06:10:00,0.0,0.0,0.0,0.0
2017-02-12 06:15:00,0.0,0.0,0.0,0.0
2017-02-12 06:20:00,0.0,0.0,0.0,0.0
2017-02-12 06:25:00,0.0,0.0,0.0,0.0
2017-02-12 06:30:00,0.0,0.0,0.0,0.0
2017-02-12 06:35:00,0.0,0.0,0.0,0.0
2017-02-12 06:40:00,0.0,0.0,0.0,0.0
2017-02-12 06:45:00,0.0,0.0,0.0,0.0
2017-02-12 06:50:00,0.0,0.0,0.0,0.0
2017-02-12 06:55:00,0.0,0.0,0.0,0.0
2017-02-12 07:00:00,0.0,0.0,0.0,0.0
2017-02-12 07:05:00,0.0,0.0,0.0,0.0
2017-02-12 07:10:00,0.0,0.0,0.0,0.0
2017-02-12 07:15:00,0.0,0.0,0.0,0.0
2017-02-12 07:20:00,0.0,0.0,0.0,0.0
2017-02-12 07:25:00,0.0,0.0,0.0,0.0
2017-02-12 07:30:00,0.0,0.0,0.0,0.0
2017-02-12 07:35:00,0.0,0.0,0.0,0.0
2017-02-12 07:40:00,0.0,0.0,0.0,0.0
2017-02-12 07:45:00,0.0,0.0,0.0,0.0
2017-02-12 07:50:00,0.0,0.0,0.0,0.0
2017-02-12 07:55:00,0.0,0.0,0.0,0.0
2017-02-12 08:00:00,0.0,0.0,0.0,0.0
2017-02-12 08:05:00,0.0,0.0,0.0,0.0
2017-02-12 08:10:00,0.0,0.0,0.0,0.0
2017-02-12 08:15:00,0.0,0.0,0.0,0.0
2017-02-12 08:20:00,0.0,0.0,0.0,0.0
2017-02-12 08:25:00,0.0,0.0,0.0,0.0
2017-02-12 08:30:00,0.0,0.0,0.0,0.0
2017-02-12 08:35:00,0.0,0.0,0.0,0.0
2017-02-12 08:40:00,0.0,0.0,0.0,0.0
2017-02-12 08:45:00,0.0,0.0,0.0,0.0
2017-02-12 08:50:00,0.0,0.0,0.0,0.0
2017-02-12 08:55:00,0.0,0.0,0.0,0.0
2017-02-12 09:00:00,0.0,0.0,0.0,0.0
2017-02-12 09:05:00,0.0,0.0,0.0,0.0
2017-02-12 09:10:00,0.0,0.0,0.0,0.0
2017-02-12 09:15:00,0.0,0.0,0.0,0.0
2017-02-12 09:20:00,0.0,0.0,0.0,0.0
2017-02-12 09:25:00,0.0,0.0,0.0,0.0
2017-02-12 09:30:00,0.0,0.0,0.0,0.0
2017-02-12 09:35:00,0.0,0.0,0.0,0.0
2017-02-12 09:40:00,0.0,0.0,0.0,0.0
2017-02-12 09:45:00,0.0,0.0,0.0,0.0
2017-02-12 09:50:00,0.0,0.0,0.0,0.0
2017-02-12 09:55:00,0.0,0.0,0.0,0.0
2017-02-12 10:00:00,0.0,0.0,0.0,0.0
2017-02-12 10:05:00,0.0,0.0,0.0,0.0
2017-02-12 10:10:00,0.0,0.0,0.0,0.0
2017-02-12 10:15:00,0.0,0.0,0.0,0.0
2017-02-12 10:20:00,0.0,0.0,0.0,0.0
2017-02-12 10:25:00,0.0,0.0,0.0,0.0
2017-02-12 10:30:00,0.0,0.0,0.0,0.0
2017-02-12 10:35:00,0.0,0.0,0.0,0.0
2017-02-12 10:40:00,0.0,0.0,0.0,0.0
2017-02-12 10:45:00,0.0,0.0,0.0,0.0
2017-02-12 10:50:00,0.0,0.0,0.0,0.0
2017-02-12 10:55:00,0.0,0.0,0.0,0.0
2017-02-12 11:00:00,0.0,0.0,0.0,0.0
2017-02-12 11:05:00,0.0,0.0,0.0,0.0
2017-02-12 11:10:00,0.0,0.0,0.0,0.0
2017-02-12 11:15:00,0.0,0.0,0.0,0.0
2017-02-12 11:20:00,0.0,0.0,0.0,0.0
2017-02-12 11:25:00,0.0,0.0,0.0,0.0
2017-02-12 11:30:00,0.0,0.0,0.0,0.0
2017-02-12 11:35:00,0.0,0.0,0.0,0.0
2017-02-12 11:40:00,0.0,0.0,0.0,0.0
2017-02-12 11:45:00,0.0,0.0,0.0,0.0
2017-02-12 11:50:00,0.0,0.0,0.0,0.0
2017-02-12 11:55:00,0.0,0.0,0.0,0.0
2017-02-12 12:00:00,0.0,0.0,0.0,0.0
2017-02-12 12:05:00,0.0,0.0,0.0,0.0
2017-02-12 12:10:00,0.0,0.0,0.0,0.0
2017-02-12 12:15:00,0.0,0.0,0.0,0.0
2017-02-12 12:20:00,0.0,0.0,0.0,0.0
2017-02-12 12:25:00,0.0,0.0,0.0,0.0
2017-02-12 12:30:00,0.0,0.0,0.0,0.0
2017-02-12 12:35:00,0.0,0.0,0.0,0.0
2017-02-12 12:40:00,0.0,0.0,0.0,0.0
2017-02-12 12:45:00,0.0,0.0,0.0,0.0
2017-02-12 12:50:00,0.0,0.0,0.0,0.0
2017-02-12 12:55:00,0.0,0.0,0.0,0.0
2017-02-12 13:00:00,0.0,0.0,0.0,0.0
2017-02-12 13:05:00,0.0,0.0,0.0,0.0
2017-02-12 13:10:00,0.0,0.0,0.0,0.0
2017-02-12 13:15:00,0.0,0.0,0.0,0.0
2017-02-12 13:20:00,0.0,0.0,0.0,0.0
2017-02-12 13:25:00,0.0,0.0,0.0,0.0
2017-02-12 13:30:00,0.0,0.0,0.0,0.0
2017-02-12 13:35:00,0.0,0.0,0.0,0.0
2017-02-12 13:40:00,0.0,0.0,0.0,0.0
2017-02-12 13:45:00,0.0,0.0,0.0,0.0
2017-02-12 13:50:00,0.0,0.0,0.0,0.0
2017-02-12 13:55:00,0.0,0.0,0.0,0.0
2017-02-12 14:00:00,0.0,0.0,0.0,0.0
2017-02-12 14:05:00,0.0,0.0,0.0,0.0
2017-02-12 14:10:00,0.0,0.0,0.0,0.0
2017-02-12 14:15:00,0.0,0.0,0.0,0.0
2017-02-12 14:20:00,0.0,0.0,0.0,0.0
2017-02-12 14:25:00,0.0,0.0,0.0,0.0
2017-02-12 14:30:00,0.0,0.0,0.0,0.0
2017-02-12 14:35:00,0.0,0.0,0.0,0.0
2017-02-12 14:40:00,0.0,0.0,0.0,0.0
2017-02-12 14:45:00,0.0,0.0,0.0,0.0
2017-02-12 14:50:00,0.0,0.0,0.0,0.0
2017-02-12 14:55:00,0.0,0.0,0.0,0.0
2017-02-12 15:00:00,0.0,0.0,0.0,0.0
2017-02-12 15:05:00,0.0,0.0,0.0,0.0
2017-02-12 15:10:00,0.0,0.0,0.0,0.0
2017-02-12 15:15:00,0.0,0.0,0.0,0.0
2017-02-12 15:20:00,0.0,0.0,0.0,0.0
2017-02-12 15:25:00,0.0,0.0,0.0,0.0
2017-02-12 15:30:00,0.0,0.0,0.0,0.0
2017-02-12 15:35:00,0.0,0.0,0.0,0.0
2017-02-12 15:40:00,0.0,0.0,0.0,0.0
2017-02-12 15:45:00,0.0,0.0,0.0,0.0
2017-02-12 15:50:00,0.0,0.0,0.0,0.0
2017-02-12 15:55:00,0.0,0.0,0.0,0.0
2017-02-12 16:00:00,0.0,0.0,0.0,0.0
2017-02-12 16:05:00,0.0,0.0,0.0,0.0
2017-02-12 16:10:00,0.0,0.0,0.0,0.0
2017-02-12 16:15:00,0.0,0.0,0.0,0.0
2017-02-12 16:20:00,0.0,0.0,0.0,0.0
2017-02-12 16:25:00,0.0,0.0,0.0,0.0
2017-02-12 16:30:00,0.0,0.0,0.0,0.0
2017-02-12 16:35:00,0.0,0.0,0.0,0.0
2017-02-12 16:40:00,0.0,0.0,0.0,0.0
2017-02-12 16:45:00,0.0,0.0,0.0,0.0
2017-02-12 16:50:00,0.0,0.0,0.0,0.0
2017-02-12 16:55:00,0.0,0.0,0.0,0.0
2017-02-12 17:00:00,0.0,0.0,0.0,0.0
2017-02-12 17:05:00,0.0,0.0,0.0,0.0
2017-02-12 17:10:00,0.0,0.0,0.0,0.0
2017-02-12 17:15:00,0.0,0.0,0.0,0.0
2017-02-12 17:20:00,0.0,0.0,0.0,0.0
2017-02-12 17:25:00,0.0,0.0,0.0,0.0
2017-02-12 17:30:00,0.0,0.0,0.0,0.0
2017-02-12 17:35:00,0.0,0.0,0.0,0.0
2017-02-12 17:40:00,0.0,0.0,0.0,0.0
2017-02-12 17:45:00,0.0,0.0,0.0,0.0
2017-02-12 17:50:00,0.0,0.0,0.0,0.0
2017-02-12 17:55:00,0.0,0.0,0.0,0.0
2017-02-12 18:00:00,0.0,0.0,0.0,0.0
2017-02-12 18:05:00,0.0,0.0,0.0,0.0
2017-02-12 18:10:00,0.0,0.0,0.0,0.0
2017-02-12 18:15:00,0.0,0.0,0.0,0.0
2017-02-12 18:20:00,0.0,0.0,0.0,0.0
2017-02-12 18:25:00,0.0,0.0,0.0,0.0
2017-02-12 18:30:00,0.0,0.0,0.0,0.0
2017-02-12 18:35:00,0.0,0.0,0.0,0.0
2017-02-12 18:40:00,0.0,0.0,0.0,0.0
2017-02-12 18:45:00,0.0,0.0,0.0,0.0
2017-02-12 18:50:00,0.0,0.0,0.0,0.0
2017-02-12 18:55:00,0.0,0.0,0.0,0.0
2017-02-12 19:00:00,0.0,0.0,0.0,0.0
2017-02-12 19:05:00,0.0,0.0,0.0,0.0
2017-02-12 19:10:00,0.0,0.0,0.0,0.0
2017-02-12 19:15:00,0.0,0.0,0.0,0.0
2017-02-12 19:20:00,0.0,0.0,0.0,0.0
2017-02-12 19:25:00,0.0,0.0,0.0,0.0
2017-02-12 19:30:00,0.0,0.0,0.0,0.0
2017-02-12 19:35:00,0.0,0.0,0.0,0.0
2017-02-12 19:40:00,0.0,0.0,0.0,0.0
2017-02-12 19:45:00,0.0,0.0,0.0,0.0
2017-02-12 19:50:00,0.0,0.0,0.0,0.0
2017-02-12 19:55:00,0.0,0.0,0.0,0.0
2017-02-12 20:00:00,0.0,0.0,0.0,0.0
2017-02-12 20:05:00,0.0,0.0,0.0,0.0
2017-02-12 20:10:00,0.0,0.0,0.0,0.0
2017-02-12 20:15:00,0.0,0.0,0.0,0.0
2017-02-12 20:20:00,0.0,0.0,0.0,0.0
2017-02-12 20:25:00,0.0,0.0,0.0,0.0
2017-02-12 20:30:00,0.0,0.0,0.0,0.0
2017-02-12 20:35:00,0.0,0.0,0.0,0.0
2017-02-12 20:40:00,0.0,0.0,0.0,0.0
2017-02-12 20:45:00,0.0,0.0,0.0,0.0
2017-02-12 20:50:00,0.0,0.0,0.0,0.0
2017-02-12 20:55:00,0.0,0.0,0.0,0.0
2017-02-12 21:00:00,0.0,0.0,0.0,0.0
2017-02-12 21:05:00,0.0,0.0,0.0,0.0
2017-02-12 21:10:00,0.0,0.0,0.0,0.0
2017-02-12 21:15:00,0.0,0.0,0.0,0.0
2017-02-12 21:20:00,0.0,0.0,0.0,0.0
2017-02-12 21:25:00,0.0,0.0,0.0,0.0
2017-02-12 21:30:00,0.0,0.0,0.0,0.0
2017-02-12 21:35:00,0.0,0.0,0.0,0.0
2017-02-12 21:40:00,0.0,0.0,0.0,0.0
2017-02-12 21:45:00,0.0,0.0,0.0,0.0
2017-02-12 21:50:00,0.0,0.0,0.0,0.0
2017-02-12 21:55:00,0.0,0.0,0.0,0.0
2017-02-12 22:00:00,0.0,0.0,0.0,0.0
2017-02-12 22:05:00,0.0,0.0,0.0,0.0
2017-02-12 22:10:00,0.0,0.0,0.0,0.0
2017-02-12 22:15:00,0.0,0.0,0.0,0.0
2017-02-12 22:20:00,0.0,0.0,0.0,0.0
2017-02-12 22:25:00,0.0,0.0,0.0,0.0
2017-02-12 22:30:00,0.0,0.0,0.0,0.0
2017-02-12 22:35:00,0.0,0.0,0.0,0.0
2017-02-12 22:40:00,0.0,0.0,0.0,0.0
2017-02-12 22:45:00,0.0,0.0,0.0,0.0
2017-02-12 22:50:00,0.0,0.0,0.0,0.0
2017-02-12 22:55:00,0.0,0.0,0.0,0.0
2017-02-12 23:00:00,0.0,0.0,0.0,0.0
2017-02-12 23:05:00,0.0,0.0,0.0,0.0
2017-02-12 23:10:00,0.0,0.0,0.0,0.0
2017-02-12 23:15:00,0.0,0.0,0.0,0.0
2017-02-12 23:20:00,0.0,0.0,0.0,0.0
2017-02-12 23:25:00,0.0,0.0,0.0,0.0
2017-02-12 23:30:00,0.0,0.0,0.0,0.0
2017-02-12 23:35:00,0.0,0.0,0.0,0.0
2017-02-12 23:40:00,0.0,0.0,0.0,0.0
2017-02-12 23:45:00,0.0,0.0,0.0,0.0
2017-02-12 23:50:00,0.0,0.0,0.0,0.0
2017-02-12 23:55:00,0.0,0.0,0.0,0.0
2017-02-13 00:00:00,0.0,0.0,0.0,0.0
2017-02-13 00:05:00,0.0,0.0,0.0,0.0
2017-02-13 00:10:00,0.0,0.0,0.0,0.0
2017-02-13 00:15:00,0.0,0.0,0.0,0.0
2017-02-13 00:20:00,0.0,0.0,0.0,0.0
2017-02-13 00:25:00,0.0,0.0,0.0,0.0
2017-02-13 00:30:00,0.0,0.0,0.0,0.0
2017-02-13 00:35:00,0.0,0.0,0.0,0.0
2017-02-13 00:40:00,0.0,0.0,0.0,0.0
2017-02-13 00:45:00,0.0,0.0,0.0,0.0
2017-02-13 00:50:00,0.0,0.0,0.0,0.0
2017-02-13 00:55:00,0.0,0.0,0.0,0.0
2017-02-13 01:00:00,0.0,0.0,0.0,0.0
2017-02-13 01:05:00,0.0,0.0,0.0,0.0
2017-02-13 01:10:00,0.0,0.0,0.0,0.0
2017-02-13 01:15:00,0.0,0.0,0.0,0.0
2017-02-13 01:20:00,0.0,0.0,0.0,0.0
2017-02-13 01:25:00,0.0,0.0,0.0,0.0
2017-02-13 01:30:00,0.0,0.0,0.0,0.0
2017-02-13 01:35:00,0.0,0.0,0.0,0.0
2017-02-13 01:40:00,0.0,0.0,0.0,0.0
2017-02-13 01:45:00,0.0,0.0,0.0,0.0
2017-02-13 01:50:00,0.0,0.0,0.0,0.0
2017-02-13 01:55:00,0.0,0.0,0.0,0.0
2017-02-13 02:00:00,0.0,0.0,0.0,0.0
2017-02-13 02:05:00,0.0,0.0,0.0,0.0
2017-02-13 02:10:00,0.0,0.0,0.0,0.0
2017-02-13 02:15:00,0.0,0.0,0.0,0.0
2017-02-13 02:20:00,0.0,0.0,0.0,0.0
2017-02-13 02:25:00,0.0,0.0,0.0,0.0
2017-02-13 02:30:00,0.0,0.0,0.0,0.0
2017-02-13 02:35:00,0.0,0.0,0.0,0.0
2017-02-13 02:40:00,0.0,0.0,0.0,0.0
2017-02-13 02:45:00,0.0,0.0,0.0,0.0
2017-02-13 02:50:00,0.0,0.0,0.0,0.0
2017-02-13 02:55:00,0.0,0.0,0.0,0.0
2017-02-13 03:00:00,0.0,0.0,0.0,0.0
2017-02-13 03:05:00,0.0,0.0,0.0,0.0
2017-02-13 03:10:00,0.0,0.0,0.0,0.0
2017-02-13 03:15:00,0.0,0.0,0.0,0.0
2017-02-13 03:20:00,0.0,0.0,0.0,0.0
2017-02-13 03:25:00,0.0,0.0,0.0,0.0
2017-02-13 03:30:00,0.0,0.0,0.0,0.0
2017-02-13 03:35:00,0.0,0.0,0.0,0.0
2017-02-13 03:40:00,0.0,0.0,0.0,0.0
2017-02-13 03:45:00,0.0,0.0,0.0,0.0
2017-02-13 03:50:00,0.0,0.0,0.0,0.0
2017-02-13 03:55:00,0.0,0.0,0.0,0.0
2017-02-13 04:00:00,0.0,0.0,0.0,0.0
2017-02-13 04:05:00,0.0,0.0,100.0,100.0
2017-02-13 04:10:00,0.0,0.0,100.0,100.0
2017-02-13 04:15:00,0.0,0.0,100.0,100.0
2017-02-13 04:20:00,0.0,0.0,100.0,100.0
2017-02-13 04:25:00,0.0,0.0,100.0,100.0
2017-02-13 04:30:00,0.0,0.0,100.0,100.0
2017-02-13 04:35:00,0.0,0.0,100.0,100.0
2017-02-13 04:40:00,0.0,0.0,100.0,100.0
2017-02-13 04:45:00,0.0,0.0,100.0,100.0
2017-02-13 04:50:00,0.0,0.0,100.0,100.0
2017-02-13 04:55:00,0.0,0.0,100.0,100.0
2017-02-13 05:00:00,0.0,0.0,100.0,100.0
2017-02-13 05:05:00,0.0,0.0,100.0,100.0
2017-02-13 05:10:00,0.0,0.0,100.0,100.0
2017-02-13 05:15:00,0.0,0.0,100.0,100.0
2017-02-13 05:20:00,0.0,0.0,100.0,100.0
2017-02-13 05:25:00,0.0,0.0,100.0,100.0
2017-02-13 05:30:00,0.0,0.0,100.0,100.0
2017-02-13 05:35:00,0.0,0.0,100.0,100.0
2017-02-13 05:40:00,0.0,0.0,100.0,100.0
2017-02-13 05:45:00,91.5918273926,0.0,100.0,100.0
2017-02-13 05:50:00,71.9603881836,0.0,100.0,100.0
2017-02-13 05:55:00,58.9672673543,0.0,100.0,100.0
2017-02-13 06:00:00,51.5390510559,100.0,100.0,100.0
2017-02-13 06:05:00,54.2571322123,100.0,100.0,100.0
2017-02-13 06:10:00,54.0940055847,100.0,100.0,100.0
2017-02-13 06:15:00,53.5522232056,100.0,100.0,100.0
2017-02-13 06:20:00,50.6362056732,100.0,100.0,100.0
2017-02-13 06:25:00,46.1794916789,100.0,100.0,100.0
2017-02-13 06:30:00,44.6823616027,100.0,99.6228179931,97.8078613281
2017-02-13 06:35:00,41.0475413004,100.0,97.9175771078,96.6581624349
2017-02-13 06:40:00,38.2763557434,100.0,94.4579315186,93.5555419922
2017-02-13 06:45:00,36.9230092366,100.0,88.8736724854,93.5555419922
2017-02-13 06:50:00,33.5155677795,98.0727005005,82.9708938599,93.5555419922
2017-02-13 06:55:00,33.5155677795,100.0,81.8982747396,93.5555419922
2017-02-13 07:00:00,33.5155677795,99.4740905761,80.8095932006,93.5555419922
2017-02-13 07:05:00,33.5155677795,98.098139445,81.4326426188,93.5555419922
2017-02-13 07:10:00,28.082813263,99.1353683472,83.9353981018,90.856048584
2017-02-13 07:15:00,23.9276326497,94.8977508545,74.1132405599,87.554321289
2017-02-13 07:20:00,21.2986860275,96.8716278076,70.9195175171,86.8023605347
2017-02-13 07:25:00,22.1947129567,96.8440475464,69.3769989014,86.0499471029
2017-02-13 07:30:00,27.8168773651,88.397026062,65.2112007141,85.3469238281
2017-02-13 07:35:00,30.5433101654,89.3358815511,60.8092676799,82.9785588582
2017-02-13 07:40:00,30.5433101654,90.3080520629,58.7902946473,78.5927848816
2017-02-13 07:45:00,26.6983515422,91.2817738851,56.8707529704,77.4663340251
2017-02-13 07:50:00,24.4753599167,92.2196044922,54.8492202759,76.3254737854
2017-02-13 07:55:00,25.77831014,91.506535848,52.8963597616,75.1864903768
2017-02-13 08:00:00,29.1856422424,88.7720222473,50.9114074707,74.0141296387
2017-02-13 08:05:00,29.1856422424,89.373995463,48.9567871094,72.8759180705
2017-02-13 08:10:00,29.1856422424,84.3966140747,46.9730415344,71.7539024353
2017-02-13 08:15:00,29.1856422424,84.3966140747,45.0214385986,70.5972620646
2017-02-13 08:20:00,29.1856422424,84.3966140747,43.0340385437,69.4410057068
2017-02-13 08:25:00,25.8183968862,84.3966140747,41.0816802978,68.3188095093
2017-02-13 08:30:00,23.7840013504,84.3966140747,39.0954227447,67.1793823242
2017-02-13 08:35:00,23.3835926056,80.2304611206,37.1403528849,66.0065434774
2017-02-13 08:40:00,22.9831132888,77.4445800781,35.1488418579,64.8661308289
2017-02-13 08:45:00,22.5492693583,76.6241200765,33.1600621541,63.725517273
2017-02-13 08:50:00,22.1319513321,75.7884140015,33.6813640594,62.5521850586
2017-02-13 08:55:00,21.7480513255,74.951288859,34.5375277201,61.4116414388
2017-02-13 09:00:00,21.3308067322,74.1295623779,33.0269641876,60.2876701355
2017-02-13 09:05:00,20.9135456085,73.3084309896,31.4829584757,59.164372762
2017-02-13 09:10:00,20.4794378281,72.4699249268,29.9059085846,57.9746131897
2017-02-13 09:15:00,20.078936259,71.6325073242,31.9551188151,62.2099367778
2017-02-13 09:20:00,17.1233530044,70.812614441,32.5266475678,61.4564285279
2017-02-13 09:25:00,13.7996075948,69.9920298258,31.3864224752,60.7032788595
2017-02-13 09:30:00,12.963763237,63.2202301025,30.2643451691,59.9505348206
2017-02-13 09:35:00,12.1289164225,61.959631602,29.1409784953,59.2979011536
2017-02-13 09:40:00,11.3098659515,60.5984725952,28.0002689362,58.5446739197
2017-02-13 09:45:00,10.4909528097,59.3397204081,26.861029307,57.7924130758
2017-02-13 09:50:00,14.8379364013,58.0271568299,25.7376403809,57.0397911071
2017-02-13 09:55:00,14.4538141886,56.7162284851,24.6482035319,56.3872489929
2017-02-13 10:00:00,16.5295505524,55.454498291,23.5268344879,55.6342926026
2017-02-13 10:05:00,18.9727077484,54.1282869975,27.8152033488,54.8820457459
2017-02-13 10:10:00,18.9727077484,52.8331680298,27.0625762939,54.1303062439
2017-02-13 10:15:00,18.9727077484,55.024453481,26.4104868571,53.4114252726
2017-02-13 10:20:00,18.9727077484,55.7942390442,25.7078056336,58.0303344727
2017-02-13 10:25:00,18.9727077484,54.9233957926,25.0049082438,58.0303344727
2017-02-13 10:30:00,18.9727077484,54.0366668702,24.352230072,58.0303344727
2017-02-13 10:35:00,18.9727077484,53.1458638509,23.5990047455,58.0303344727
2017-02-13 10:40:00,21.4724092484,52.222732544,22.9466991425,58.0303344727
2017-02-13 10:45:00,24.3392607371,55.0729255676,27.6659488678,58.0303344727
2017-02-13 10:50:00,24.6729488373,56.5243797302,27.6659488678,58.0303344727
2017-02-13 10:50:00,24.8733310699,56.3240585327,27.6659488678,58.0303344727
2017-02-13 10:55:00,25.1738478343,55.9559898376,27.6659488678,58.0303344727
2017-02-13 11:00:00,25.5745887756,55.5214595795,27.6659488678,58.0303344727
2017-02-13 11:05:00,26.0085646312,55.0864512126,27.6659488678,58.0303344727
2017-02-13 11:10:00,26.425956726,54.6181564331,27.6659488678,58.0303344727
2017-02-13 11:15:00,23.1830406189,54.2168668111,27.6659488678,58.0303344727
2017-02-13 11:20:00,21.4365024567,53.7654113769,27.6659488678,58.0303344727
2017-02-13 11:25:00,21.4365024567,53.313873291,27.6659488678,58.0303344727
2017-02-13 11:30:00,21.4365024567,52.9129219056,27.6659488678,58.0303344727
2017-02-13 11:35:00,21.4365024567,52.411210378,27.6659488678,58.0303344727
2017-02-13 11:40:00,21.4365024567,52.0100402832,27.6659488678,58.0303344727
2017-02-13 11:45:00,21.4365024567,51.5418294271,27.6659488678,58.0303344727
2017-02-13 11:50:00,21.4365024567,51.1076526642,27.6659488678,58.0303344727
2017-02-13 11:55:00,21.4365024567,50.6727816264,27.6659488678,58.0303344727
2017-02-13 12:00:00,21.4365024567,50.205121994,27.6659488678,58.0303344727
2017-02-13 12:05:00,21.4365024567,49.8040924072,27.6659488678,58.0303344727
2017-02-13 12:10:00,21.4365024567,49.3524208068,27.6659488678,58.0303344727
2017-02-13 12:15:00,21.4365024567,48.9011472066,27.6659488678,58.0303344727
2017-02-13 12:20:00,21.4365024567,48.4998092652,27.6659488678,58.0303344727
2017-02-13 12:25:00,21.4365024567,48.0316619873,27.6659488678,58.0303344727
2017-02-13 12:30:00,21.4365024567,47.5970211029,27.6659488678,58.0303344727
2017-02-13 12:35:00,21.4365024567,47.1626777649,27.6659488678,58.0303344727
2017-02-13 12:40:00,21.4365024567,46.6951847077,27.6659488678,58.0303344727
2017-02-13 12:45:00,21.4365024567,46.2937227885,27.6659488678,58.0303344727
2017-02-13 12:50:00,21.4365024567,45.842382431,27.6659488678,58.0303344727
2017-02-13 12:55:00,21.4365024567,45.3908233643,27.6659488678,58.0303344727
2017-02-13 13:00:00,21.4365024567,44.9396324157,27.6659488678,58.0303344727
2017-02-13 13:05:00,24.9707387289,44.4878718058,27.6659488678,58.0303344727
